Répondant;Trois premiers mots;Liberté;Plaisir / bonheur / heureux / enfin;Balade / promenade / gaz / rouler / moto;Sécurité / danger;Social / amis / famille / enfant;Trois premiers mots;;;Quels ont été, pour vous, les inconvénients du confinement ?;Aucun;Liberté / contrainte / bloqué / isolement / bouger / mobilité / moto / sortir / déplacement / enfermement;Financier / Argent / Revenu;Social / ami / famille;Inconvénients;;;Quels ont été, pour vous, les avantages du confinement ?;Aucun;Circulation;Temps / Libre / repos / calme / stress;Pollution / nature;Epidémie / virus / contamination;Economie / carburant / coût;Avantages;
103187139;balade révision liberté;balade révision liberté;;balade révision liberté;;;;;;limitation des promenades. Impossibilité de faire réviser les motos malgré l'arrivée des beaux jouer et l'envie de rouler pour aller au travail;;limitation des promenades. Impossibilité de faire réviser les motos malgré l'arrivée des beaux jouer et l'envie de rouler pour aller au travail;;;;;;profiter du beau temps dans le jardin. Prendre le temps de bouquiner, se reposer. Jouer sur PC en ligne;;;profiter du beau temps dans le jardin. Prendre le temps de bouquiner, se reposer. Jouer sur PC en ligne;;;;;
103187257;plaisir liberté sortie;plaisir liberté sortie;plaisir liberté sortie;;;;;;;Perte de lien social, inquiétude sur le risque de contracter le covid;;;;Perte de lien social, inquiétude sur le risque de contracter le covid;;;;Aucun avantage;Aucun avantage;;;;;;;
103184961;liberté rouler virolo;liberté rouler virolo;;liberté rouler virolo;;;;;;Laisser ce gouvernement incompétent pour passer des lois antisociales;;;;Laisser ce gouvernement incompétent pour passer des lois antisociales;;;;Faire fermer la gueule des Citoyens;;;;;;;;
103187297;Reprise Balade Groupe;;;Reprise Balade Groupe;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Resserrer les liens familiaux;;;;;;;;
103187483;Virages Departementale Balade;;;Virages Departementale Balade;;;;;;Pas de restau et dîners avec les amis;;;;Pas de restau et dîners avec les amis;;;;Pas de bruit dans Paris, enfin fini d entendre les Mickey qui trafiquent leur pot d échappement;;;;;;;;
103187648;ouf  ;;;;;;;;;les documents pour la gendarmerie;;;;;;;;le calme;;;le calme;;;;;
103187607;Moins de danger Moins de voiture Plus de liberté;Moins de danger Moins de voiture Plus de liberté;;;Moins de danger Moins de voiture Plus de liberté;;;;;Vis sociale inexistante;;;;Vis sociale inexistante;;;;Aucun avantage;Aucun avantage;;;;;;;
103187867;Liberté retrouvée Rencontre des ami.e.s Vivre quoi !;Liberté retrouvée Rencontre des ami.e.s Vivre quoi !;;;;Liberté retrouvée Rencontre des ami.e.s Vivre quoi !;;;;Pas pouvoir faire rouler mes machines.;;;;;;;;Plus d'entretien de mes 6 motos.;;;;;;;;
103187820;ballade liberté plaisir;ballade liberté plaisir;ballade liberté plaisir;ballade liberté plaisir;;;;;;l'impression d'être inutile ,;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103188262;Première En Bas;;;;;;;;;Plus de contacts physiques;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103188458;Imprudent Accident Danger;;;;Imprudent Accident Danger;;;;;Problème pour accéder au drive alors que nous faisions nos courses uniquement comme ça avant confinement;;;;;;;;Voir grandir mon fils, passer du temps pour profiter de la vie et de tout les petits bonheur qu'elle offre. Rencontrer les voisins;;;Voir grandir mon fils, passer du temps pour profiter de la vie et de tout les petits bonheur qu'elle offre. Rencontrer les voisins;;;;;
103186774;bat les couilles;;;;;;;;;Sérieux?;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103189010;liberté egalité fraternité;liberté egalité fraternité;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103189128;Balade Partage Dégommé de la gomme;;;Balade Partage Dégommé de la gomme;;;;;;Pas de balade moto;;Pas de balade moto;;;;;;Profitez de ma famille;;;;;;;;
103189176;enfin liberté balades;enfin liberté balades;enfin liberté balades;enfin liberté balades;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103189522;Check up Balade Retrouvailles;;;Check up Balade Retrouvailles;;;;;;Cloitrer;;;;;;;;Prendre le temps de comparer.;;;Prendre le temps de comparer.;;;;;
103189565;Prudence Plaisir Liberté;Prudence Plaisir Liberté;Prudence Plaisir Liberté;;;;;;;Le manque de lien physique et la réduction de mes libertés;;Le manque de lien physique et la réduction de mes libertés;;;;;;Le fait de teletravailler m'a permis de faire des économies et de limiter mon impact carbone sur la planète;;;;;;Le fait de teletravailler m'a permis de faire des économies et de limiter mon impact carbone sur la planète;;
103189608;Voyage Sortie ;;;;;;;;;Tout les commerces fermés;;;;;;;;Voir moins de monde;;;;;;;;
103189773;liberté plaisir joie;liberté plaisir joie;liberté plaisir joie;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103189821;au suivant comment erreur;;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103189692;enfin ou on va salut princesse;;enfin ou on va salut princesse;;;;;;;ne plus prendre mon café en terrasse,ne pas être libre de circuler comme habituellement;;;;;;;;prendre le temps pour lire et cuisiner, se rendre compte qu'en faite le travail ma manqué;;;prendre le temps pour lire et cuisiner, se rendre compte qu'en faite le travail ma manqué;;;;;
103189879;Balade J’ai hâte Liberté;Balade J’ai hâte Liberté;;Balade J’ai hâte Liberté;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Rythme plus calme;;;Rythme plus calme;;;;;
103189973;Groupes incivilités bruit;;;;;;;;;Motifs de sortie très limités;;;;;;;;Moins de circulation devant la maison;;Moins de circulation devant la maison;;;;;;
103190107;enfin que du bonheur ;;enfin que du bonheur ;;;;;;;Mode de déplacement;;Mode de déplacement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190225;Liberté Balades Voyages;Liberté Balades Voyages;;Liberté Balades Voyages;;;;;;Restrictions déplacements;;Restrictions déplacements;;;;;;Ralentissement général;;;;;;;;
103190391;Bonheur Joie Rouler;;Bonheur Joie Rouler;Bonheur Joie Rouler;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190353;plaisir évasion liberté;plaisir évasion liberté;plaisir évasion liberté;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;malgré le manque  de matéiel masque etc..Le confinement à ralenti ce virus.;;;;;malgré le manque  de matéiel masque etc..Le confinement à ralenti ce virus.;;;
103190399;a proprié evasion soupape;;;;;;;;;Ne pas pouvoir sortir librement, manque contact humain (socialement très durà);;Ne pas pouvoir sortir librement, manque contact humain (socialement très durà);;Ne pas pouvoir sortir librement, manque contact humain (socialement très durà);;;;Rester chez soi et etre mettre de son planning journalier;;;;;;;;
103190439;liberté évasion extérieur;liberté évasion extérieur;;;;;;;;Manque de liberté;;Manque de liberté;;;;;;Réflexion sur ce qui est important;;;;;;;;
103190458;beau temps plaisir amis;;beau temps plaisir amis;;;beau temps plaisir amis;;;;Ennui, isolement,  difficulté à s approvisionner;;Ennui, isolement,  difficulté à s approvisionner;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190670;enfin mauvaise météo lendemain;;enfin mauvaise météo lendemain;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;pas concerné pour le travail. on a fait des économies car pas de shopping.;;;;;;pas concerné pour le travail. on a fait des économies car pas de shopping.;;
103190722;Liberté Plaisir Voyage;Liberté Plaisir Voyage;Liberté Plaisir Voyage;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190766;Liberté plaisir équilibre;Liberté plaisir équilibre;Liberté plaisir équilibre;;;;;;;sédentarité;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190807;révision se réhabituer liberté relative;révision se réhabituer liberté relative;;;;;;;;J'ai strictement respecté le confinement, mes véhicules n'ont pas roulé du tout, hors je paye les mêmes primes d'assurances.;;;;;;;;Rouler moins, mettre à profit les journées en télétravail pour s'organiser différemment.;;;;;;;;
103190875;Sortir Rouler Balade;;;Sortir Rouler Balade;;;;;;Restrictions des déplacements;;Restrictions des déplacements;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190899;? ? ?;;;;;;;;;Etre confiné;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103190984;Liberté Choix Déplacement;Liberté Choix Déplacement;;;;;;;;Temps de travail allongé;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191066;joie  ;;;;;;;;;réduction de tous les déplacements privés;;réduction de tous les déplacements privés;;;;;;moins de temps passé en trajets domicile - travail;;;moins de temps passé en trajets domicile - travail;;;;;
103191229;voyage liberté détente;voyage liberté détente;voyage liberté détente;;;;;;;la lourdeur des procédures (attestation) les déplacements limités;;la lourdeur des procédures (attestation) les déplacements limités;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191486;balade balade balade;;;balade balade balade;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191469;enfin liberté amis;enfin liberté amis;enfin liberté amis;;;enfin liberté amis;;;;l'enfermement;;l'enfermement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103181321;Balade Evasion Soleil;;;Balade Evasion Soleil;;;;;;La privation de liberté;;La privation de liberté;;;;;;Certains verrou sur la pratique du télétravail ont sauté;;;;;;;;
103191508;Rouler  ;;;Rouler  ;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191422;sortie  ;;;;;;;;;limitation horaire de sortie;;;;;;;;proximité familiale;;;;;;;;
103191484;balades plaisir liberté;balades plaisir liberté;balades plaisir liberté;balades plaisir liberté;;;;;;de ne voir physiquement personne;;;;;;;;d'un point de vu sanitaire bien mais aurait du intervenir plus tot et etre plus severe. pour moi du repos, un peu des vacances, vu que pas de perte de salaire, et que j'ai une maison avec jardin et qu'il a fait beau;;;d'un point de vu sanitaire bien mais aurait du intervenir plus tot et etre plus severe. pour moi du repos, un peu des vacances, vu que pas de perte de salaire, et que j'ai une maison avec jardin et qu'il a fait beau;;;;;
103191444;balades possible dorénavant;;;balades possible dorénavant;;;;;;Impossibilité de se balader à moto;;Impossibilité de se balader à moto;;;;;;Economie d'essence;;;;;;Economie d'essence;;
103182153;bord de mer raid à l'étranger liberté;bord de mer raid à l'étranger liberté;;;;;;;;Catastrophe économique pour une génération au profit de la sauvegarde des veillards;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191639;liberté Ballade moto amis;liberté Ballade moto amis;;liberté Ballade moto amis;;liberté Ballade moto amis;;;;limitation de sorties;;;;;;;;Repos, création, reflexion;;;Repos, création, reflexion;;;;;
103191475;balade évasion liberté;balade évasion liberté;;balade évasion liberté;;;;;;l'impression d être puni, d'être en prison, d'être privé de liberté, tout en n'étant pas responsable.;;l'impression d être puni, d'être en prison, d'être privé de liberté, tout en n'étant pas responsable.;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103191780;super ballade il était temps;;;super ballade il était temps;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;repos et famille;;;repos et famille;;;;;
103191717;sortie liberté rouler;sortie liberté rouler;;sortie liberté rouler;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;plus de temps pour m'occuper de mes enfants;;;plus de temps pour m'occuper de mes enfants;;;;;
103191009;Gaz ! Euh... polluer pour le plaisir ?! Réhabituer le corps, c'est quoi ces trajectoires de m***e ?!;;Gaz ! Euh... polluer pour le plaisir ?! Réhabituer le corps, c'est quoi ces trajectoires de m***e ?!;Gaz ! Euh... polluer pour le plaisir ?! Réhabituer le corps, c'est quoi ces trajectoires de m***e ?!;;;;;;Moins de liberté pour se déplacer.;;Moins de liberté pour se déplacer.;;;;;;Réduction de la pollution GES et sonore (dommage, ce n'est pas parti pour durer). Expérimentation du télé-travail. Finalement, en village rural, ce n'est pas si terrible !;;;;Réduction de la pollution GES et sonore (dommage, ce n'est pas parti pour durer). Expérimentation du télé-travail. Finalement, en village rural, ce n'est pas si terrible !;;;;
103191791;Liberté Plaisir Ballades;Liberté Plaisir Ballades;Liberté Plaisir Ballades;Liberté Plaisir Ballades;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Tranquillité;;;;;;;;
103191898;enfin super vivement;;enfin super vivement;;;;;;;pas de liens social avec ma famille, mes amis et collègues pas de balade en 2 roues;;;;pas de liens social avec ma famille, mes amis et collègues pas de balade en 2 roues;;;;pas de déplacements  une certaine souplesse dans le travail;;;;;;;;
103191883;Balade Aérer Plaisir;;Balade Aérer Plaisir;Balade Aérer Plaisir;;;;;;Manque de lien physique avec le reste de l'équipe;;;;;;;;Mon de trajet maison travail économie en temps 2 à 3 heures et en argent carburant usure des véhicule;;;Mon de trajet maison travail économie en temps 2 à 3 heures et en argent carburant usure des véhicule;;;Mon de trajet maison travail économie en temps 2 à 3 heures et en argent carburant usure des véhicule;;
103192031;ballade beaucoup de motards foufou;;;ballade beaucoup de motards foufou;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;moins de bruit, mieux profiter du jardin;;;;;;;;
103191867;Nouvelle moto Balade Paisir;;;Nouvelle moto Balade Paisir;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Beaucoup de temps pour faire ce que je n'avais pas pu faire en travaillant;;;Beaucoup de temps pour faire ce que je n'avais pas pu faire en travaillant;;;;;
103192105;Ballade Sortie Plaisir;;Ballade Sortie Plaisir;Ballade Sortie Plaisir;;;;;;Manque de contact avec les gens;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103192191;Liberté Météo Virée;Liberté Météo Virée;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103192161;révision balade plaisir;;révision balade plaisir;révision balade plaisir;;;;;;chute de mon activité professionelle;;;;;;;;démocratisation du télétravail et des visioconférence.;;;;;;;;
103191872;Week-end Potes Balades;;;Week-end Potes Balades;;;;;;Effondrement de l’économie et perte de liens sociaux.;;;;Effondrement de l’économie et perte de liens sociaux.;;;;Éviter la propagation du covid. A titre personnel, bricolage.;;;;;Éviter la propagation du covid. A titre personnel, bricolage.;;;
103192212;enfin liberté agreable;enfin liberté agreable;enfin liberté agreable;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103192171;liberté plaisir evasion;liberté plaisir evasion;liberté plaisir evasion;;;;;;;Une impression d'emprisonnement en l'absence de mobilité et de limitation de distance.;;Une impression d'emprisonnement en l'absence de mobilité et de limitation de distance.;;;;;;La possibilité de démontrer que le télétravail est une alternative tout à fait viable (en tout cas dans mon cas) auprès de mon employeur.;;;;;;;;
103192369;Balades copains soleil;;;Balades copains soleil;;Balades copains soleil;;;;Isolement et perte de liens sociaux;;Isolement et perte de liens sociaux;;Isolement et perte de liens sociaux;;;;Finir les choses laissées en suspend à la maison;;;;;;;;
103192387;frustration  ;;;;;;;;;Ne plus pouvoir circuler librement;;;;;;;;Prendre le temps de faire les choses courantes et profiter des siens.;;;Prendre le temps de faire les choses courantes et profiter des siens.;;;;;
103191724;liberté plaisir joie;liberté plaisir joie;liberté plaisir joie;;;;;;;Manque de contact réel.;;;;;;;;Meilleur contact familial;;;;;;;;
103192660;balade facilité de déplacement 100 km ?;;;balade facilité de déplacement 100 km ?;;;;;;arrêt de la vie sociale, touristique, économique, arrêt des soins pour les non-covid, etc...;;;;arrêt de la vie sociale, touristique, économique, arrêt des soins pour les non-covid, etc...;;;;uniquement sanitaires... et ça reste à prouver;;;;;;;;
