Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre denfants à charge;Département dhabitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence dutilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Appellation du 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;4;1;2;35;30-39 ans;1997;AXA;750;Quelques fois par semaine;7000;CB-SEVEN FIFTY;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;100;Orthoptiste;Employé;False
En couple sans enfant;Homme;2;2;0;40;Moins de 30 ans;2004;GAN;650;Quelques fois par mois;3000;SV-S;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;500;Contrôleur  aérien militaire;Cadre;True
En couple sans enfant;Homme;2;2;0;69;60-69 ans;2015;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;6000;CALIFORNIA TOURING;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;retraité;Retraité;False
Seul(e) avec enfants;Homme;3;3;2;37;50-59 ans;2004;MUTUELLE DES MOTARDS;650;Quelques fois par mois;7000;F650GS;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;100;Technicien aéronautique;Retraité;False
En couple sans enfant;Homme;2;1;0;28;60-69 ans;2008;MACIF;1200;Quelques fois par mois;10000;R1200GS PACK + ASC;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;300;MAGASINIER;Ouvrier;False
En couple avec enfant(s);Homme;5;1;3;78;50-59 ans;2005;ASSURANCE CREDIT MUTUEL (ACM);500;Tous les jours;12000;ATLANTIC SPRINT;APRILIA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;commercial;Cadre;False
Seul(e) sans enfant;Homme;1;3;0;27;30-39 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;XB12-SS 25TH;BUELL;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Militaire;Cadre;False
En couple sans enfant;Homme;2;1;0;76;70 et plus;2001;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;3000;GSX;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;retraité;Retraité;False
En couple avec enfant(s);Homme;3;2;1;69;40-49 ans;2008;AUTRE;1100;Quelques fois par semaine;9000;MULTISTRADA S;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;chauffeur routier;Employé;False
En couple avec enfant(s);Homme;4;3;2;77;50-59 ans;2014;MUTUELLE DES MOTARDS;1300;Tous les jours;25000;FJR 1300AE;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;750;responsable Technique;Cadre;False
En couple avec enfant(s);Homme;4;1;2;1;50-59 ans;2008;MACIF;1000;Quelques fois par semaine;3500;"FZ1 ""N""";YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;agent de maitrise;Employé;False
Seul(e) sans enfant;Homme;1;1;0;6;40-49 ans;2014;AMV (ASSURANCE MOTO VERTE);1300;Tous les jours;20000;K1300R;BMW;Roadster;Parking public non clos;Pour les trajets domicile travail;1600;restaurant manager;Employé;False
Seul(e) sans enfant;Homme;1;1;0;93;60-69 ans;2015;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;6000;GSX-SA ABS;SUZUKI;Roadster;Parking privé clos;Pour les trajets domicile travail;;Machiniste RATP;Ouvrier;False
Seul(e) sans enfant;Homme;1;2;0;30;40-49 ans;2012;MUTUELLE DES MOTARDS;1250;Quelques fois par mois;4000;NIGHT-ROD SPECIAL ABS;HARLEY-DAVIDSON;Roadster;Garage individuel (ou box privatif);Pour les loisirs;2000;Maintenance Informatique;Employé;False
En couple sans enfant;Homme;2;2;0;74;Moins de 30 ans;2017;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;8000;TUONO V4RR FACTORY;APRILIA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;800;Dessinateur;Employé;False
En couple avec enfant(s);Homme;3;1;1;63;60-69 ans;2007;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;3000;BANDIT-S;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;banquier;Cadre;False
Seul(e) avec enfants;Homme;3;2;2;1;40-49 ans;1993;MUTUELLE DES MOTARDS;1100;Quelques fois par an;1000;ZZR;KAWASAKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;700;Informaticien;Cadre;False
En couple sans enfant;Homme;2;8;0;33;60-69 ans;2014;MUTUELLE DES MOTARDS;800;Quelques fois par mois;15000;VFR-F;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;250;postier;Retraité;True
En couple sans enfant;Homme;2;1;0;95;50-59 ans;2007;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;8500;GTR;KAWASAKI;Routière / GT;Parking privé clos;Pour les loisirs;500;Conseiller en assurance;Profession intermédiaire;False
En couple avec enfant(s);Femme;5;2;3;13;50-59 ans;2012;MUTUELLE DES MOTARDS;125;Tous les jours;1500;YB-R CUSTOM;YAMAHA;Custom;Parking privé clos;Pour les trajets domicile travail;100;informaticienne;Cadre;True
Seul(e) sans enfant;Homme;1;1;0;33;30-39 ans;2012;MUTUELLE DES MOTARDS;800;Tous les jours;10000;FZ8;YAMAHA;Roadster;Voie publique;Pour les trajets domicile travail;800;Magasinier-Cariste;Employé;True
En couple sans enfant;Homme;2;2;0;6;50-59 ans;2019;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;10000;INTERCEPTOR;ROYAL ENFIELD;Routière / GT;Parking privé non clos;Pour les trajets domicile travail;;juriste;Profession libérale et artistique;True
En couple avec enfant(s);Homme;4;1;2;94;50-59 ans;2006;MACIF;400;Tous les jours;12000;MAJESTY;YAMAHA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;;formateur;Cadre;True
En couple avec enfant(s);Homme;3;1;1;69;40-49 ans;2018;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;20000;R1200GS ABS RALLYE (FULL);BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;5000;agent SNCF;Cadre;False
Autre;Homme;2;1;0;6;60-69 ans;2011;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;3900;GRISO 8V;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;technicien dintervention clie;Retraité;False
En couple avec enfant(s);Homme;5;5;3;92;70 et plus;1979;MUTUELLE DES MOTARDS;500;Quelques fois par mois;1000;SR;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;150;retraité;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;78;70 et plus;1991;MACIF;1100;Quelques fois par mois;15000;GS1100G;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;33;40-49 ans;2007;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;180000;bandit;suzuky;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;conducteur de travaux;Profession intermédiaire;True
En couple avec enfant(s);Homme;3;3;1;32;60-69 ans;2015;MACIF;125;Quelques fois par semaine;1000;SCOOTER;YIYING;Scooter;Parking privé clos;Pour les loisirs;700;Retraité depuis 11 mois;Retraité;False
En couple avec enfant(s);Homme;4;1;2;25;40-49 ans;2016;AMV (ASSURANCE MOTO VERTE);1000;Tous les jours;19000;CBF 1000 FA;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Consultant;Employé;False
En couple avec enfant(s);Homme;3;1;1;77;50-59 ans;2010;MACIF;750;Quelques fois par semaine;6000;GSX-R;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;500;employé;Employé;False
En couple avec enfant(s);Homme;4;3;2;38;50-59 ans;2000;MUTUELLE DES MOTARDS;1300;Tous les jours;18000;XJR;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1500;assistant dexpert comptable;Profession libérale et artistique;False
En couple avec enfant(s);Homme;3;1;1;95;50-59 ans;1996;AUTRE;600;Tous les jours;14000;SW-T;HONDA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Gestionnaire;Employé;False
En couple avec enfant(s);Homme;6;2;4;91;50-59 ans;2015;MUTUELLE DES MOTARDS;1300;Tous les jours;35000;FJR 1300A;YAMAHA;;Garage individuel (ou box privatif);Pour les trajets domicile travail;2500;Directeur de projet IT;Cadre;True
En couple sans enfant;Homme;2;1;0;84;60-69 ans;2011;MUTUELLE DES MOTARDS;1300;Quelques fois par mois;6000;K1300R ABS (FULL);BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1500;artisan;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;2;1;0;83;70 et plus;2012;GMF;1300;Quelques fois par semaine;4000;FJR 1300;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;retraité;Retraité;False
En couple sans enfant;Homme;2;2;0;85;40-49 ans;2009;MUTUELLE DES MOTARDS;1200;Tous les jours;60000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;2500;Guideur convoi exceptionnel;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;4;1;2;67;40-49 ans;2008;MUTUELLE DES MOTARDS;600;Tous les jours;15000;GSX-R IE;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Electricien maintenance;Profession intermédiaire;False
En couple sans enfant;Homme;2;1;0;30;60-69 ans;2009;MAAF;650;Tous les jours;17000;GLADIUS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;False
En couple avec enfant(s);Homme;5;1;3;69;30-39 ans;2012;MUTUELLE DES MOTARDS;600;Tous les jours;8000;HORNET IE C-ABS;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Employé de banque;Profession intermédiaire;False
En couple avec enfant(s);Homme;3;9;1;10;40-49 ans;2003;MAAF;1200;Tous les jours;10000;ZRX-S;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;enseignant;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;31;40-49 ans;2019;ASSURANCE CREDIT MUTUEL (ACM);900;Tous les jours;20000;TRACER 900GT;YAMAHA;Trail / Supermotard;Garage collectif;Pour les trajets domicile travail;4000;chauffeur livreur;Employé;False
En couple sans enfant;Homme;2;1;0;71;60-69 ans;2018;MACIF;1745;Quelques fois par semaine;8000;ROAD KING;HARLEY-DAVIDSON;Custom;Garage individuel (ou box privatif);Pour les loisirs;;RETRAITE;Retraité;False
Seul(e) sans enfant;Homme;1;3;0;31;60-69 ans;2009;MACIF;800;Quelques fois par mois;10000;FZ8  WGP 50TH;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;technicien;Retraité;False
En couple avec enfant(s);Homme;5;1;3;44;40-49 ans;2018;MAIF;883;Quelques fois par semaine;10000;SPORTSTER IRON;HARLEY-DAVIDSON;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Responsable local de processus;Cadre;False
En couple sans enfant;Homme;2;1;0;59;60-69 ans;2004;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;3000;R1200GS ADVENTURE ABS;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;700;retraité;Retraité;False
En couple sans enfant;Homme;2;1;0;59;50-59 ans;2005;MACIF;650;Quelques fois par mois;2000;Dl vstorm;Suzuki;Routière / GT;Parking privé clos;Pour les loisirs;500;agent dentretien espace vert;Employé;False
En couple avec enfant(s);Homme;3;5;1;34;50-59 ans;1999;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;15000;V10 CENTAURO SPORT;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Plombier chauffagiste;Employé;False
En couple sans enfant;Homme;2;2;0;53;60-69 ans;2014;MACIF;800;Tous les jours;12000;TIGER;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Retraité;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;94;60-69 ans;2017;MUTUELLE DES MOTARDS;1200;Tous les jours;15000;TROPHY 3 SE;TRIUMPH;Routière / GT;Parking privé clos;Pour les loisirs;500;RETRAITE;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;22;50-59 ans;2011;MAAF;1200;Quelques fois par mois;9000;R1200GS ADVENTURE ABS (FULL);BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1500;Commercial;Cadre;False
En couple avec enfant(s);Homme;4;2;2;79;40-49 ans;2000;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;6000;XJS DIVERSION;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;dépanneur en maintenance;Ouvrier;False
En couple avec enfant(s);Homme;5;2;3;40;40-49 ans;2014;MUTUELLE DES MOTARDS;1000;Tous les jours;10000;S1000RR HP4 (FULL);BMW;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Militaire;Cadre;True
En couple avec enfant(s);Homme;6;1;4;95;40-49 ans;2017;MUTUELLE DES MOTARDS;1200;Tous les jours;38500;TROPHY 3 SE (FULL);TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Directeur Technique;Cadre;False
En couple avec enfant(s);Homme;4;3;2;40;40-49 ans;2017;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par mois;15000;THRUXTON;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Tatoueur;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;2;3;0;59;60-69 ans;2011;MUTUELLE DES MOTARDS;2300;Tous les jours;16000;ROCKET III ROADSTER;TRIUMPH;Custom;Garage individuel (ou box privatif);Pour les loisirs;500;retraité;Retraité;False
En couple avec enfant(s);Homme;3;3;1;45;40-49 ans;1993;ASSURANCE CREDIT MUTUEL (ACM);50;Quelques fois par an;300;MONKEY;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;700;Technicien hotline;Employé;False
Seul(e) sans enfant;Homme;1;1;0;29;50-59 ans;2016;AMV (ASSURANCE MOTO VERTE);750;Quelques fois par semaine;6000;NC750XA;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Technicien IT;Profession intermédiaire;False
Autre;Homme;2;2;0;63;50-59 ans;2011;MACIF;1600;Quelques fois par mois;5000;K1600GT;BMW;Routière / GT;Parking privé clos;Pour les loisirs;500;Ingénieur informaticien;Cadre;False
En couple sans enfant;Homme;2;2;0;69;60-69 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;CROSSTOURER (VFR-XD) 2016 ES;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1200;administrateur reseau;Retraité;True
En couple sans enfant;Homme;2;1;0;85;60-69 ans;2002;MAAF;1300;Quelques fois par an;4000;FJR 1300;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;350;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;2;2;31;50-59 ans;1991;MACIF;750;Tous les jours;10000;K75RT ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Technicien;Employé;False
En couple avec enfant(s);Homme;3;1;1;31;60-69 ans;2015;MACIF;850;Tous les jours;10000;MT-09 TRACER;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Retraité;Retraité;False
Seul(e) avec enfants;Homme;2;2;1;60;60-69 ans;2013;MUTUELLE DES MOTARDS;800;Tous les jours;10000;F800GT;BMW;Routière / GT;Parking privé clos;Pour les loisirs;2000;Cadre;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;14;30-39 ans;2011;MACIF;800;Quelques fois par semaine;10000;FAZER8 ABS;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;Conducteur de machines;Ouvrier;False
En couple sans enfant;Homme;2;2;0;54;60-69 ans;2018;MACIF;1200;Quelques fois par semaine;15000;R1200GS ABS EXCLUSIVE PACK;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;True
En couple sans enfant;Homme;2;1;0;59;50-59 ans;2010;AXA;1300;Quelques fois par mois;12500;PAN EUROPEAN ABS PACK;HONDA;Routière / GT;Garage collectif;Pour les loisirs;500;CADRE COMMERCIAL;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;31;50-59 ans;2019;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par semaine;15000;MT-10;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;;pâtissier;Employé;False
En couple sans enfant;Homme;2;1;0;33;70 et plus;2010;MACIF;1200;Quelques fois par mois;6000;BREVA ABS;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;250;retraité;Retraité;False
En couple sans enfant;Homme;2;1;0;44;60-69 ans;2008;AXA;1200;Quelques fois par semaine;7000;R1200GS ABS  PACK;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;600;carreleur;Retraité;False
En couple sans enfant;Homme;2;2;0;76;60-69 ans;2007;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;maître de conférences;Cadre;False
En couple sans enfant;Homme;2;1;0;78;30-39 ans;2018;GMF;500;Quelques fois par semaine;4000;CB 500F;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Fonction public d etat;Cadre;True
Seul(e) sans enfant;Homme;1;1;0;31;30-39 ans;2011;MUTUELLE DES MOTARDS;600;Quelques fois par mois;5000;CBR 600F C-ABS;HONDA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;2000;Ingénier détude de la fonction publique;Cadre;False
Seul(e) avec enfants;Homme;2;1;1;93;60-69 ans;2005;MUTUELLE DES MOTARDS;1150;Tous les jours;2000;R1150GS ADVENTURE;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;journaliste;Cadre;True
En couple sans enfant;Homme;2;2;0;63;60-69 ans;2011;MACIF;1400;Quelques fois par semaine;16000;ZZR ABS;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2000;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;84;40-49 ans;2000;MUTUELLE DES MOTARDS;1000;Quelques fois par an;3000;RS-V MILLE;APRILIA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;;ingénieur;Cadre;False
En couple sans enfant;Homme;2;1;0;94;60-69 ans;2016;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par semaine;8000;R1200RT PACK (FULL);BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Retraité;Retraité;False
En couple avec enfant(s);Homme;3;1;1;75;60-69 ans;2008;MUTUELLE DES MOTARDS;675;Tous les jours;7000;STREET TRIPLE;TRIUMPH;Roadster;Parking privé non clos;Pour les trajets domicile travail;;infirmier en psychiatrie;Employé;False
En couple sans enfant;Homme;2;1;0;87;60-69 ans;2018;MACIF;1290;Quelques fois par mois;10000;SUPERDUKE GT;KTM;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1000;retraité cadre fonction publiq;Retraité;False
En couple sans enfant;Homme;2;1;0;34;70 et plus;2002;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;10000;gsxf;susuki;;Parking privé clos;Pour les loisirs;400;chef entreprise;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;33;50-59 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;12000;CROSSTOURER (VFR-XD) 2016;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;Retraité;Retraité;True
Seul(e) sans enfant;Homme;1;1;0;92;50-59 ans;2005;MUTUELLE DES MOTARDS;999;Quelques fois par an;3000;999 SUPERBIKE BIPOSTO;DUCATI;Sportive;Parking privé clos;Pour les loisirs;400;Chef de projets automatismes;Cadre;False
En couple sans enfant;Homme;2;1;0;78;50-59 ans;2011;MAAF;1200;Quelques fois par semaine;8000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;800;RESPONSABLE INFORMATIQUE;Cadre;False
Seul(e) sans enfant;Homme;1;2;0;18;Moins de 30 ans;2017;MACIF;250;Quelques fois par mois;1000;RR 2T RACING;BETAMOTOR;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;Métreur;Employé;False
Seul(e) avec enfants;Homme;4;1;3;6;50-59 ans;2003;MAIF;650;Quelques fois par semaine;5000;TRANSALP;Honda;Trail / Supermotard;Parking privé clos;Pour les trajets domicile travail;400;Ingénieur motoriste;Cadre;False
En couple sans enfant;Homme;2;3;0;68;40-49 ans;2017;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par semaine;10000;R NINE T PURE;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;2000;Commercial;Employé;False
En couple avec enfant(s);Homme;3;2;1;69;60-69 ans;2013;MACIF;1800;Quelques fois par semaine;5000;GOLDWING;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;Retraité;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;33;50-59 ans;2015;MACIF;650;Tous les jours;15000;VERSYS;KAWASAKI;Roadster;Voie publique;Pour les trajets domicile travail;;Dessinateur industriel;Employé;False
En couple sans enfant;Homme;2;1;0;75;60-69 ans;2019;MAAF;1250;Tous les jours;8000;R1200RT;BMW;Routière / GT;Garage collectif;Pour les trajets domicile travail;;Chef de Projets informatique;Cadre;False
En couple avec enfant(s);Homme;4;2;2;6;50-59 ans;2005;MACIF;1200;Tous les jours;8000;R1200GS ABS;BMW;Trail / Supermotard;Parking privé non clos;Pour les trajets domicile travail;150;Chef de Projets;Cadre;False
En couple avec enfant(s);Homme;3;3;1;74;60-69 ans;2015;MACIF;800;Quelques fois par semaine;6000;SCRAMBLER URBAN ENDURO;DUCATI;Roadster;Parking privé non clos;Pour les loisirs;500;expert telecom;Cadre;False
En couple avec enfant(s);Homme;3;1;1;33;40-49 ans;2019;ASSURANCE CREDIT MUTUEL (ACM);650;Quelques fois par mois;3000;INTERCEPTOR;ROYAL ENFIELD;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Responsable outils digitaux;Cadre;True
En couple avec enfant(s);Homme;4;1;2;30;60-69 ans;2017;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;7000;R1200RS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;500;Retraité;Retraité;False
En couple sans enfant;Homme;2;1;0;13;40-49 ans;2015;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par mois;800;CB 1000RA ABS;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;200;opérateur en micro électroniqu;Employé;False
En couple sans enfant;Homme;2;3;0;92;60-69 ans;2004;MUTUELLE DES MOTARDS;125;Quelques fois par semaine;4000;SH-I;HONDA;Scooter;Garage individuel (ou box privatif);Pour les loisirs;200;RETRAITE;Retraité;True
Seul(e) sans enfant;Homme;1;2;0;91;50-59 ans;2018;MUTUELLE DES MOTARDS;1050;Quelques fois par mois;7000;TIGER SPORT (FULL);TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;400;Chef de Projet;Cadre;False
En couple sans enfant;Homme;2;1;0;69;50-59 ans;2001;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;5000;CBR-XX SUPER BLACKBIRD;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Photographe;En recherche demploi;False
En couple avec enfant(s);Homme;4;1;2;44;60-69 ans;2015;MUTUELLE DES MOTARDS;1300;Tous les jours;13000;CTX;HONDA;Custom;Parking privé non clos;Pour les trajets domicile travail;300;Technicien recherche et format;Employé;True
Seul(e) sans enfant;Homme;1;1;0;71;40-49 ans;2004;ALLIANZ;800;Quelques fois par semaine;8000;VFR-F V-TEC ABS;HONDA;Routière / GT;Parking privé clos;Pour les loisirs;;electricien industriel;Ouvrier;True
En couple avec enfant(s);Homme;4;1;2;94;50-59 ans;1997;AMV (ASSURANCE MOTO VERTE);750;Quelques fois par semaine;6000;CB-SEVEN FIFTY;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;2000;animateur territorial;Employé;False
